ID,AGE,BodyMassIndex,Education,Profession,AnnualIncome,InsuranceAwareness
54639,5,1,6,6,2,4
54640,5,5,6,6,1,4
54641,3,1,4,6,4,5
54642,5,3,6,3,5,1
54643,4,2,3,3,3,6
54644,3,3,3,1,4,1
54645,2,5,5,6,1,6
54646,5,2,5,9,3,6
54647,3,5,1,7,4,1
54648,5,2,6,3,4,3
54649,4,5,5,8,3,5
54650,3,1,5,5,6,2
54651,5,5,2,8,3,3
54652,3,2,1,8,6,3
54653,5,5,5,1,4,10
54654,3,5,3,2,2,8
54655,5,2,5,1,4,1
54656,5,1,2,2,2,5
54657,3,3,7,5,2,7
54658,4,1,5,3,5,4
54659,2,3,7,4,2,8
54660,1,4,3,9,4,3
54661,3,4,3,6,4,9
54662,4,4,3,9,2,6
54663,5,4,5,1,5,4
54664,4,5,6,9,2,1
54665,1,5,2,8,2,8
54666,3,2,1,5,6,5
54667,5,1,6,10,2,5
54668,4,3,3,10,2,2
54669,5,5,2,4,5,5
54670,3,2,5,5,4,1
54671,1,3,1,7,1,9
54672,4,1,3,9,3,5
54673,3,2,7,4,6,6
54674,4,1,1,4,5,5
54675,1,3,4,6,3,1
54676,4,3,5,5,6,2
54677,1,5,7,10,2,1
54678,1,1,5,2,1,4
54679,2,5,3,8,5,2
54680,5,2,3,8,6,7
54681,3,1,7,1,1,2
54682,4,1,4,8,3,8
54683,1,5,1,4,1,1
54684,5,1,6,6,2,2
54685,5,5,3,5,4,8
54686,5,3,3,9,5,3
54687,2,3,4,4,4,6
54688,3,3,1,10,4,9
54689,3,2,2,4,4,5
54690,4,1,7,6,2,10
54691,1,5,5,10,2,10
54692,2,1,5,2,3,9
54693,3,1,3,4,1,5
54694,1,4,3,9,4,5
54695,3,1,5,1,5,5
54696,2,4,1,3,2,3
54697,5,1,2,5,2,6
54698,5,1,7,8,5,2
54699,4,3,5,3,5,5
54700,2,5,6,6,2,7
54701,1,2,1,8,5,1
54702,3,5,3,6,5,4
54703,5,1,1,6,3,4
54704,4,5,6,6,2,10
54705,5,5,3,1,6,9
54706,5,2,6,9,5,3
54707,1,2,7,2,6,1
54708,2,4,6,2,4,3
54709,3,1,3,9,6,7
54710,5,2,5,4,3,8
54711,1,2,4,4,3,7
54712,1,3,5,3,5,9
54713,5,4,3,5,3,3
54714,1,2,4,5,4,7
54715,2,3,2,9,6,7
54716,4,3,3,6,3,2
54717,4,3,4,6,6,2
54718,4,4,7,5,2,10
54719,3,4,4,2,2,4
54720,3,4,6,9,5,8
54721,1,2,6,1,4,5
54722,1,2,5,3,4,1
54723,5,4,6,9,3,1
54724,3,2,6,6,6,2
54725,5,2,7,5,1,6
54726,2,2,2,4,5,8
54727,4,5,3,6,2,10
54728,3,1,3,2,2,10
54729,4,2,1,10,6,10
54730,3,2,7,6,3,4
54731,4,3,6,2,1,5
54732,3,5,2,8,4,4
54733,3,5,3,10,6,10
54734,1,2,4,9,4,4
54735,4,2,5,3,4,2
54736,2,4,1,7,3,7
54737,3,2,3,5,4,7
54738,5,2,7,5,5,2
54739,5,3,6,6,1,2
54740,3,4,7,10,2,10
54741,4,2,2,7,4,9
54742,5,4,4,4,4,8
54743,5,4,1,3,6,7
54744,5,2,4,2,4,1
54745,5,2,1,4,1,5
54746,2,2,4,5,4,9
54747,3,2,4,2,6,8
54748,1,3,6,9,6,3
54749,1,4,5,4,4,6
54750,4,1,6,2,4,3
54751,4,4,1,3,3,3
54752,1,3,7,10,5,10
54753,4,2,2,1,6,8
54754,4,3,4,9,3,4
54755,5,4,4,6,1,9
54756,2,5,3,8,4,8
54757,5,4,7,6,4,1
54758,3,5,3,4,3,6
54759,4,2,1,2,3,2
54760,3,2,6,3,3,5
54761,1,1,3,8,4,3
54762,1,4,3,4,5,1
54763,1,4,5,8,3,9
54764,5,2,1,9,4,1
54765,4,3,5,2,5,1
54766,5,2,2,2,2,5
54767,5,2,1,9,3,5
54768,5,4,7,6,6,1
54769,3,1,4,6,4,3
54770,2,4,6,10,6,9
54771,1,4,2,9,1,2
54772,4,1,4,3,1,1
54773,1,3,4,6,5,2
54774,2,1,7,4,4,10
54775,1,3,5,8,1,2
54776,1,5,5,8,1,3
54777,5,4,7,8,3,2
54778,1,1,6,4,1,1
54779,4,5,1,4,6,6
54780,2,5,5,6,4,10
54781,2,5,1,1,6,7
54782,1,3,7,3,1,6
54783,2,2,1,3,5,5
54784,5,3,3,2,6,5
54785,4,4,7,5,6,5
54786,3,2,7,9,6,8
54787,5,1,1,7,6,6
54788,3,1,2,2,4,4
54789,3,3,5,2,6,2
54790,2,4,7,7,1,9
54791,5,2,6,2,4,3
54792,2,5,6,4,2,7
54793,2,5,6,3,1,10
54794,3,5,6,4,1,1
54795,3,1,2,1,2,8
54796,3,2,6,1,1,3
54797,5,4,4,10,1,6
54798,5,3,4,1,6,5
54799,5,2,2,3,2,3
54800,3,2,6,4,5,10
54801,5,5,2,2,3,9
54802,1,5,5,1,4,8
54803,1,1,7,7,1,6
54804,2,4,3,5,2,8
54805,3,1,3,7,5,9
54806,4,1,7,8,2,5
54807,2,5,7,8,6,8
54808,3,4,6,10,3,4
54809,3,5,3,8,1,2
54810,4,5,6,9,5,5
54811,1,5,3,10,6,1
54812,1,1,4,10,5,9
54813,4,4,1,6,4,7
54814,1,5,6,3,6,4
54815,5,5,4,9,1,5
54816,4,4,4,10,2,2
54817,2,3,7,1,5,7
54818,4,1,6,3,3,9
54819,4,2,5,4,6,6
54820,2,2,3,8,5,6
54821,5,4,2,2,3,3
54822,1,2,6,4,2,7
54823,2,2,4,9,5,6
54824,3,4,5,6,3,6
54825,2,1,5,8,2,7
54826,3,3,2,2,5,3
54827,5,2,2,8,1,10
54828,1,5,3,6,1,9
54829,3,1,1,3,3,2
54830,2,4,4,10,1,6
54831,5,4,7,8,2,4
54832,3,4,7,4,5,6
54833,1,5,4,1,5,4
54834,3,2,3,5,2,8
54835,5,3,6,3,5,2
54836,3,1,3,8,2,4
54837,4,5,6,4,5,2
54838,1,4,7,1,1,3
54839,5,3,5,4,3,4
54840,2,3,6,7,4,7
54841,2,5,1,7,4,7
54842,3,3,5,5,6,1
54843,3,4,3,5,2,6
54844,1,4,7,2,4,8
54845,2,3,4,6,2,1
54846,4,4,4,10,5,9
54847,1,5,3,8,6,5
54848,1,5,4,2,2,5
54849,1,2,6,10,5,8
54850,5,4,4,7,3,8
54851,2,3,7,10,1,7
54852,4,5,7,2,4,2
54853,4,3,5,7,6,7
54854,5,4,2,9,5,3
54855,1,1,7,1,3,3
54856,4,3,1,9,5,9
54857,4,3,6,7,5,9
54858,5,1,5,10,6,1
54859,1,3,5,6,5,5
54860,3,1,6,9,3,9
54861,1,2,5,8,6,3
54862,4,3,6,2,5,5
54863,4,4,1,1,5,4
54864,1,3,6,1,5,3
54865,4,4,5,2,2,5
54866,5,5,5,3,3,7
54867,4,2,4,10,4,3
54868,2,2,2,1,6,4
54869,4,4,3,7,4,7
54870,5,3,7,8,3,4
54871,2,5,1,3,1,2
54872,5,1,1,3,2,6
54873,3,2,6,8,2,1
54874,1,3,5,2,3,6
54875,1,1,7,5,6,10
54876,3,5,4,6,5,2
54877,2,3,6,1,3,4
54878,3,5,4,7,4,6
54879,5,2,1,6,2,4
54880,3,5,7,4,1,9
54881,3,5,4,5,6,4
54882,4,5,3,6,6,4
54883,3,5,4,9,5,2
54884,5,1,2,2,3,8
54885,1,1,6,3,5,9
54886,5,2,3,4,5,3
54887,2,1,3,9,1,10
54888,2,2,6,3,1,3
54889,3,3,3,7,4,9
54890,1,1,2,6,6,7
54891,1,4,2,6,2,10
54892,1,3,6,5,2,10
54893,5,4,5,3,2,7
54894,4,3,5,9,5,8
54895,1,3,7,7,5,6
54896,5,3,4,6,4,7
54897,2,3,2,5,4,4
54898,1,3,1,9,2,3
54899,2,1,4,4,5,3
54900,3,3,3,5,2,2
54901,1,4,4,8,4,6
54902,5,4,1,7,6,3
54903,1,2,4,9,5,7
54904,3,1,5,6,6,5
54905,2,4,4,10,4,9
54906,5,2,2,5,1,4
54907,4,4,2,4,1,5
54908,2,5,1,7,4,2
54909,2,1,7,9,1,7
54910,2,3,7,6,2,2
54911,4,3,3,4,4,1
54912,2,4,5,8,2,7
54913,5,4,6,4,1,8
54914,2,5,5,5,3,4
54915,2,3,7,5,1,1
54916,4,2,6,4,1,5
54917,4,5,7,4,4,3
54918,2,5,6,3,4,7
54919,1,5,3,10,1,6
54920,5,2,6,10,2,4
54921,3,5,1,7,5,10
54922,4,4,5,6,6,2
54923,4,2,7,10,3,6
54924,2,1,4,7,3,10
54925,2,4,7,1,6,5
54926,4,4,7,1,4,8
54927,4,2,7,4,5,4
54928,4,5,4,9,2,5
54929,4,3,1,4,6,9
54930,4,4,3,2,2,8
54931,2,5,6,6,2,6
54932,2,5,5,3,6,3
54933,5,4,2,7,4,2
54934,2,2,1,8,2,7
54935,5,5,1,5,4,10
54936,2,4,4,10,1,6
54937,2,5,6,9,3,6
54938,1,1,5,7,5,10
54939,5,4,2,4,4,1
54940,5,3,4,7,3,5
54941,3,5,4,10,6,9
54942,1,2,6,9,3,8
54943,1,1,4,9,4,6
54944,2,3,1,9,4,1
54945,3,1,4,4,5,9
54946,5,1,5,3,6,1
54947,4,4,7,9,1,1
54948,1,3,3,2,4,1
54949,4,4,7,10,4,10
54950,1,3,2,7,3,9
54951,5,5,4,3,2,7
54952,3,1,4,2,3,6
54953,4,3,6,1,1,1
54954,3,3,3,2,3,2
54955,4,4,4,7,1,1
54956,2,3,6,1,6,10
54957,2,4,4,6,1,9
54958,2,3,6,8,3,9
54959,3,1,4,7,5,9
54960,5,2,2,7,5,4
54961,1,2,3,10,1,10
54962,4,5,5,5,1,4
54963,4,1,3,2,5,1
54964,2,2,3,9,1,4
54965,3,5,2,4,5,9
54966,2,4,4,10,1,5
54967,4,3,2,5,6,2
54968,2,4,4,8,1,8
54969,2,5,3,7,4,3
54970,2,4,7,8,6,3
54971,5,1,6,1,3,6
54972,4,1,5,8,5,7
54973,1,2,5,6,3,3
54974,4,2,1,3,3,7
54975,2,1,6,6,2,6
54976,2,4,5,7,4,1
54977,3,4,6,8,2,9
54978,1,3,7,7,5,8
54979,2,2,5,9,5,6
54980,3,4,5,1,2,7
54981,4,1,6,10,5,7
54982,5,2,2,4,5,1
54983,4,3,2,3,5,10
54984,1,4,2,7,4,3
54985,1,2,1,9,3,8
54986,3,5,7,6,6,2
54987,2,1,3,9,1,9
54988,4,1,6,4,6,7
54989,5,2,2,5,5,3
54990,5,4,1,8,6,1
54991,1,2,6,4,1,5
54992,3,2,1,8,2,6
54993,5,5,4,9,6,9
54994,4,4,6,6,5,3
54995,5,5,4,2,4,4
54996,4,1,6,7,3,6
54997,4,5,3,5,6,8
54998,3,4,4,4,3,9
54999,5,4,5,4,5,4
55000,2,2,6,2,2,10
55001,3,4,2,1,2,8
55002,5,5,4,5,5,9
55003,5,2,1,2,3,2
55004,3,4,2,6,1,3
55005,3,3,2,3,5,8
55006,3,4,2,5,1,5
55007,3,5,2,6,4,5
55008,2,3,3,10,6,8
55009,4,5,1,3,5,6
55010,5,4,1,5,1,8
55011,2,3,1,6,4,10
55012,2,5,4,9,5,5
55013,3,3,5,4,5,2
55014,4,5,1,9,1,8
55015,5,2,3,5,3,9
55016,2,2,4,7,1,6
55017,1,1,6,7,4,9
55018,3,3,6,8,3,8
55019,2,5,6,10,2,3
55020,4,2,5,6,5,10
55021,3,1,6,3,5,1
55022,3,4,2,6,1,2
55023,1,5,5,6,5,8
55024,1,2,2,9,2,1
55025,5,4,1,9,6,2
55026,4,1,2,5,3,10
55027,3,5,4,5,1,8
55028,1,5,6,7,6,9
55029,5,1,6,10,3,8
55030,3,4,5,1,2,5
55031,5,1,6,2,4,9
55032,3,4,7,5,2,3
55033,3,4,7,7,3,4
55034,3,1,6,9,2,10
55035,2,3,1,4,4,10
55036,5,3,6,8,5,6
55037,5,1,4,4,1,10
55038,4,5,2,7,5,8
55039,5,2,3,7,3,6
55040,2,3,2,6,4,2
55041,2,5,4,4,1,9
55042,1,2,7,8,5,8
55043,2,5,3,7,6,9
55044,1,5,4,8,2,4
55045,1,2,5,3,4,3
55046,5,1,5,5,5,8
55047,2,2,2,2,3,1
55048,3,2,7,5,4,8
55049,5,2,3,5,3,4
55050,4,3,6,7,6,10
55051,5,3,6,9,4,3
55052,1,3,1,3,4,3
55053,2,3,2,9,1,2
55054,5,4,7,10,1,5
55055,3,4,6,7,3,6
55056,5,5,6,7,6,9
55057,4,1,5,1,1,7
55058,4,3,7,2,5,8
55059,2,2,5,10,4,1
55060,3,2,2,2,6,10
55061,3,2,4,4,6,9
55062,4,4,7,4,6,8
55063,2,5,4,6,6,2
55064,5,3,3,1,3,9
55065,2,1,3,2,5,8
55066,2,4,5,6,1,1
55067,4,5,4,3,6,5
55068,2,1,7,3,3,1
55069,5,3,7,6,3,7
55070,1,2,1,5,4,9
55071,5,2,7,8,3,6
55072,1,2,1,1,3,7
55073,3,3,2,6,3,4
55074,5,4,2,1,3,5
55075,2,1,2,10,4,8
55076,4,5,7,1,1,6
55077,1,2,7,3,6,9
55078,1,5,1,6,4,8
55079,4,3,6,5,3,4
55080,3,3,5,6,4,1
55081,3,1,6,4,1,1
55082,3,1,6,1,5,8
55083,2,4,7,2,5,4
55084,2,3,1,4,1,6
55085,3,4,3,7,6,6
55086,5,2,1,9,2,2
55087,3,2,4,5,3,7
55088,4,1,4,7,3,3
55089,1,4,3,2,1,5
55090,2,3,2,2,1,3
55091,2,3,3,1,6,5
55092,4,2,3,4,2,3
55093,1,2,3,3,4,9
55094,1,4,1,4,1,2
55095,4,2,4,8,6,6
55096,3,3,7,10,6,2
55097,1,1,6,9,5,8
55098,4,5,1,2,5,1
55099,3,3,5,1,1,4
55100,4,1,3,6,1,1
55101,3,1,6,8,1,3
55102,5,2,7,4,6,5
55103,5,3,7,10,6,3
55104,4,3,6,1,3,6
55105,1,3,1,2,4,7
55106,5,3,2,4,3,9
55107,5,4,7,8,4,10
55108,5,1,4,10,6,6
55109,1,2,2,10,1,3
55110,3,1,2,1,4,7
55111,2,4,5,7,1,4
55112,1,5,7,6,4,9
55113,1,3,1,9,4,1
55114,3,1,3,5,6,4
55115,1,4,7,1,6,6
55116,4,1,6,10,1,10
55117,2,4,2,1,2,9
55118,2,5,2,7,3,7
55119,3,2,7,2,1,5
55120,4,4,3,3,6,9
55121,5,4,6,5,5,1
55122,2,2,5,4,3,1
55123,4,4,3,6,2,7
55124,5,5,1,6,5,1
55125,5,1,5,5,1,9
55126,3,2,6,2,4,4
55127,2,3,3,3,3,6
55128,5,5,1,4,4,10
55129,1,4,2,3,2,1
55130,5,1,3,1,5,2
55131,4,3,5,8,1,2
55132,4,3,6,10,1,10
55133,3,4,4,8,3,2
55134,2,2,6,5,3,6
55135,5,1,4,2,1,4
55136,4,2,7,6,3,10
55137,1,3,6,6,1,5
55138,3,4,6,2,2,7
55139,4,3,4,7,1,3
55140,2,3,7,10,5,6
55141,4,3,4,9,3,1
55142,2,1,3,10,3,1
55143,5,5,3,7,3,9
55144,5,5,5,8,3,7
55145,2,4,6,10,4,2
55146,2,2,5,1,2,10
55147,1,1,1,10,4,9
55148,2,2,5,6,1,1
55149,3,5,6,7,4,7
55150,3,2,5,8,6,10
55151,2,2,7,3,4,9
55152,5,1,1,4,5,9
55153,2,5,3,8,6,7
55154,2,4,6,3,6,9
55155,3,2,2,9,1,1
55156,5,4,6,6,3,2
55157,2,5,2,6,1,4
55158,4,1,3,7,3,2
55159,1,2,1,9,4,9
55160,5,5,4,6,3,8
55161,2,5,1,3,3,2
55162,3,4,5,9,4,9
55163,5,1,2,9,6,2
55164,3,3,5,9,6,10
55165,5,5,7,1,2,9
55166,1,1,2,6,5,7
55167,4,4,2,8,6,10
55168,1,3,5,7,1,4
55169,1,2,1,2,1,3
55170,4,4,1,2,2,10
55171,3,3,5,6,1,9
55172,5,2,4,5,2,3
55173,3,4,3,10,6,9
55174,4,5,1,2,6,2
55175,3,4,1,7,4,10
55176,3,2,1,4,1,3
55177,2,3,1,6,5,2
55178,2,5,4,10,4,10
55179,5,2,7,2,3,3
55180,1,2,2,10,6,9
55181,2,2,2,9,6,10
55182,5,5,5,3,5,9
55183,4,5,1,3,1,6
55184,1,4,1,10,1,1
55185,3,5,1,4,2,5
55186,2,3,6,5,6,7
55187,3,1,3,3,5,9
55188,4,2,3,8,3,2
55189,5,5,3,6,3,9
55190,1,3,7,9,6,6
55191,3,5,6,2,2,9
55192,3,2,6,9,2,6
55193,3,3,4,1,6,9
55194,2,3,3,3,3,3
55195,1,2,2,2,5,7
55196,3,2,1,6,1,9
55197,3,5,2,8,5,4
55198,1,5,1,5,4,5
55199,4,1,4,10,2,1
55200,2,2,3,5,6,7
55201,1,5,3,6,6,10
55202,3,2,5,2,2,1
55203,4,3,4,2,6,5
55204,4,5,6,5,1,5
55205,1,3,5,2,1,5
55206,4,5,6,7,5,6
55207,2,3,7,3,2,10
55208,2,4,2,5,4,6
55209,5,4,7,10,2,8
55210,1,3,2,4,2,1
55211,5,4,5,5,1,4
55212,1,5,3,6,5,10
55213,4,3,6,6,1,8
55214,1,5,1,10,3,5
55215,4,2,6,7,1,4
55216,2,5,4,1,5,5
55217,2,4,7,8,6,5
55218,5,4,3,6,3,4
55219,3,1,5,10,4,5
55220,3,5,6,9,5,6
55221,2,3,2,10,4,8
55222,4,4,7,9,3,8
55223,3,2,4,10,4,3
55224,2,4,5,9,2,3
55225,2,5,3,1,2,6
55226,2,4,5,2,1,3
55227,4,3,3,5,1,9
55228,1,2,2,5,2,8
55229,4,1,7,6,6,1
55230,3,1,3,6,3,6
55231,3,5,3,9,4,8
55232,4,2,7,10,3,8
55233,4,4,7,2,4,9
55234,1,3,4,1,5,7
55235,3,5,4,1,2,9
55236,4,1,3,7,3,3
55237,4,2,4,5,6,6
55238,3,4,2,7,5,10
55239,5,2,5,9,3,2
55240,1,1,3,4,4,7
55241,1,4,5,3,1,6
55242,4,1,1,10,4,3
55243,2,4,6,7,5,10
55244,3,2,7,7,2,5
55245,1,2,7,6,1,6
55246,3,1,2,4,4,10
55247,4,4,1,2,2,8
55248,1,4,6,8,6,7
55249,4,4,4,1,3,1
55250,1,3,2,10,4,10
55251,2,1,1,3,5,2
55252,4,5,5,1,1,7
55253,1,1,4,9,5,3
55254,4,5,6,2,4,2
55255,3,4,5,10,4,4
55256,4,3,7,1,1,9
55257,1,1,3,9,4,9
55258,3,2,4,2,3,5
55259,1,4,4,6,5,4
55260,2,3,1,3,5,8
55261,4,2,7,3,1,2
55262,4,4,2,6,4,4
55263,5,1,3,8,2,6
55264,2,1,5,3,3,5
55265,4,5,5,7,2,3
55266,5,3,3,7,1,5
55267,5,4,3,3,6,4
55268,4,1,6,3,2,6
55269,3,1,7,1,1,5
55270,4,1,4,7,6,2
55271,3,4,5,7,3,10
55272,4,3,3,5,6,6
55273,4,4,6,5,1,9
55274,5,4,6,2,2,5
55275,4,5,3,10,2,8
55276,4,2,5,9,5,7
55277,2,4,6,7,3,1
55278,3,1,7,9,4,6
55279,2,4,3,7,5,4
55280,3,2,6,10,1,6
55281,5,5,1,6,4,7
55282,2,5,2,2,4,1
55283,1,3,3,10,1,7
55284,1,2,4,10,1,9
55285,3,1,7,4,6,3
55286,3,2,6,2,4,2
55287,4,1,7,2,1,10
55288,2,2,5,5,6,8
55289,4,4,6,1,2,2
55290,2,5,1,5,3,6
55291,5,2,1,5,5,2
55292,4,5,5,5,6,3
55293,2,4,6,3,2,1
55294,1,3,1,4,3,9
55295,4,4,5,6,3,6
55296,2,1,7,3,6,7
55297,5,3,3,5,2,6
55298,5,3,5,8,1,1
55299,2,3,5,2,5,6
55300,5,5,3,1,4,4
55301,3,3,7,9,6,5
55302,1,1,1,1,5,8
55303,4,5,4,9,5,5
55304,4,3,5,4,2,10
55305,5,5,1,8,3,8
55306,5,5,7,10,5,2
55307,5,3,3,10,4,3
55308,5,1,5,4,4,6
55309,2,2,2,10,6,1
55310,1,5,7,9,2,9
55311,1,5,7,5,3,6
55312,2,3,5,1,1,6
55313,5,1,2,8,6,9
55314,3,3,4,1,2,7
55315,4,1,5,6,3,9
55316,5,5,2,6,2,7
55317,2,2,4,9,4,6
55318,2,5,3,4,6,6
55319,4,3,2,4,2,8
55320,5,5,4,1,2,10
55321,4,3,4,4,3,2
55322,1,5,6,10,6,4
55323,3,1,4,4,3,5
55324,2,5,1,2,2,9
55325,4,2,5,5,5,5
55326,3,5,1,9,4,1
55327,4,2,6,5,2,6
55328,5,2,1,1,1,6
55329,2,1,3,6,3,1
55330,5,2,6,2,4,7
55331,5,3,1,10,5,5
55332,1,5,4,7,5,1
55333,5,4,5,8,4,5
55334,3,1,6,6,6,2
55335,1,5,2,2,5,8
55336,2,3,4,4,3,6
55337,4,4,5,3,2,10
55338,5,4,7,1,2,6
55339,4,1,4,9,2,4
55340,4,1,4,2,2,7
55341,3,4,2,9,5,4
55342,3,2,1,7,4,8
55343,1,4,3,10,6,7
55344,2,4,1,2,6,1
55345,4,5,1,4,4,9
55346,4,4,2,4,1,3
55347,4,3,1,1,4,4
55348,1,1,3,8,3,9
55349,1,2,4,10,6,6
55350,1,2,4,5,1,2
55351,2,4,2,2,3,4
55352,4,3,4,10,2,3
55353,3,1,4,8,5,3
55354,5,5,3,8,5,6
55355,5,1,2,2,1,3
55356,5,1,7,7,5,7
55357,5,3,3,2,5,5
55358,4,4,4,2,3,7
55359,4,1,7,9,6,2
55360,3,1,2,4,3,2
55361,1,3,2,1,4,4
55362,4,2,3,3,5,6
55363,2,3,7,10,6,8
55364,4,1,7,9,2,10
55365,1,2,7,10,5,3
55366,1,1,6,7,6,2
55367,5,2,5,10,6,3
55368,2,3,7,5,4,3
55369,5,4,6,2,3,4
55370,4,3,5,3,5,5
55371,4,3,4,9,6,7
55372,3,5,4,9,4,7
55373,4,2,3,4,1,9
55374,3,4,7,3,3,10
55375,2,2,1,1,1,4
55376,5,5,7,9,1,1
55377,4,4,6,2,3,9
55378,2,5,1,9,5,4
55379,4,4,5,5,4,1
55380,4,4,5,1,6,10
55381,5,4,6,2,6,6
55382,2,2,6,1,4,4
55383,2,4,4,7,2,6
55384,2,3,2,10,4,9
55385,2,2,4,3,5,1
55386,1,4,7,4,6,6
55387,5,3,5,3,5,4
55388,2,2,6,10,6,7
55389,4,3,6,7,2,8
55390,5,4,4,3,2,8
55391,1,4,2,3,2,1
55392,4,1,7,1,3,7
55393,5,2,7,8,5,6
55394,4,5,1,8,6,3
55395,4,4,3,8,5,7
55396,1,1,2,7,6,2
55397,1,3,5,6,2,8
55398,1,2,1,6,2,9
55399,1,4,2,2,6,3
55400,3,4,2,2,1,8
55401,5,5,7,2,3,7
55402,1,4,1,10,3,5
55403,3,4,1,2,3,4
55404,5,1,6,6,1,1
55405,5,4,3,1,3,10
55406,1,3,7,3,4,5
55407,4,3,7,6,5,9
55408,2,2,4,1,4,5
55409,5,4,1,5,1,4
55410,1,3,2,10,5,1
55411,1,3,6,1,6,1
55412,5,1,1,7,6,3
55413,4,5,3,4,2,1
55414,4,4,6,4,3,3
55415,1,4,7,8,4,8
55416,3,5,3,3,3,2
55417,5,3,6,5,3,3
55418,2,3,6,4,2,1
55419,1,2,3,10,5,7
55420,5,2,3,3,2,3
55421,2,1,4,7,1,3
55422,5,3,6,9,1,6
55423,5,2,4,5,2,7
55424,5,2,5,9,2,1
55425,2,4,2,6,1,5
55426,4,4,6,3,1,3
55427,4,2,3,8,2,4
55428,2,3,3,7,2,9
55429,4,4,6,10,4,2
55430,4,2,6,7,2,8
55431,2,1,7,6,1,2
55432,1,4,3,10,3,3
55433,4,4,2,5,3,1
55434,5,5,5,8,4,4
55435,1,5,5,2,3,9
55436,4,5,1,10,4,4
55437,2,3,1,8,1,9
55438,4,3,1,2,3,8
55439,1,4,3,3,2,6
55440,4,1,4,8,3,9
55441,2,4,3,2,3,3
55442,1,3,6,3,2,8
55443,2,4,2,5,1,6
55444,3,3,4,10,2,7
55445,5,4,5,6,1,5
55446,2,5,6,6,3,5
55447,1,2,7,5,1,7
55448,1,3,3,3,6,10
55449,3,5,4,3,1,2
55450,1,5,1,3,1,10
55451,5,3,3,1,2,7
55452,2,4,4,10,3,5
55453,5,5,5,6,5,6
55454,2,4,1,1,4,3
55455,1,2,5,5,3,6
55456,1,3,7,1,2,7
55457,4,2,2,8,1,9
55458,5,1,3,7,4,1
55459,5,5,6,8,5,9
55460,3,1,3,10,1,8
55461,3,3,2,9,2,8
55462,3,1,5,1,4,5
55463,3,4,3,10,6,6
55464,2,4,2,6,3,5
55465,4,4,3,9,1,2
55466,1,1,1,10,3,3
55467,5,1,7,8,2,2
55468,5,3,3,8,6,5
55469,4,4,7,5,4,1
55470,4,5,6,8,3,2
55471,3,1,6,10,2,6
55472,5,1,2,3,5,4
55473,5,2,7,3,3,8
55474,1,4,1,6,1,6
55475,3,4,7,6,4,6
55476,5,4,7,7,3,9
55477,4,4,4,3,5,8
55478,1,1,4,9,4,9
55479,4,4,7,10,6,8
55480,1,1,6,5,2,3
55481,1,4,3,9,5,7
55482,3,3,6,10,1,3
55483,5,4,4,2,1,6
55484,1,2,7,8,6,9
55485,2,5,4,5,1,7
55486,5,5,2,8,2,1
55487,3,4,4,3,6,2
55488,4,4,4,5,3,2
55489,3,2,4,7,5,2
55490,3,2,2,7,2,6
55491,3,1,7,9,5,2
55492,4,3,1,6,5,4
55493,4,3,1,6,5,7
55494,1,5,6,10,1,8
55495,2,1,4,7,3,1
55496,2,1,7,10,6,6
55497,3,5,1,7,1,9
55498,2,4,2,4,5,6
55499,4,2,2,6,3,6
55500,4,5,1,6,1,9
55501,5,3,5,9,4,2
55502,4,4,3,5,4,3
55503,1,3,3,1,2,7
55504,5,1,7,4,3,6
55505,2,5,7,8,3,6
55506,5,2,1,8,2,3
55507,4,1,6,7,2,2
55508,2,4,7,5,3,1
55509,2,2,6,7,5,10
55510,4,3,4,2,1,1
55511,5,1,5,6,3,7
55512,1,4,1,9,5,7
55513,3,4,1,10,3,3
55514,3,2,6,2,2,3
55515,5,3,1,4,5,4
55516,4,2,5,1,3,6
55517,2,2,7,4,5,7
55518,5,5,4,9,1,8
55519,2,2,3,1,2,4
55520,5,2,3,9,3,2
55521,5,3,2,8,3,3
55522,1,3,6,5,1,4
55523,5,3,2,4,6,7
55524,4,1,5,9,4,7
55525,5,1,1,7,4,6
55526,5,4,2,6,1,8
55527,1,3,3,5,5,2
55528,2,2,5,8,2,8
55529,5,4,6,3,1,3
55530,2,1,2,8,4,7
55531,4,3,7,10,5,5
55532,5,5,3,4,1,9
55533,5,4,1,4,1,2
55534,2,5,5,4,4,3
55535,4,3,4,6,2,4
55536,2,4,4,2,2,8
55537,2,2,2,2,6,1
55538,2,1,3,3,3,8
55539,2,3,5,3,3,1
55540,1,5,2,2,5,2
55541,3,4,4,8,4,5
55542,2,3,7,2,1,6
55543,3,3,2,8,6,8
55544,3,3,3,2,1,8
55545,4,5,2,8,2,8
55546,1,2,2,7,2,5
55547,3,3,6,9,2,6
55548,5,1,7,4,1,10
55549,3,3,6,5,5,6
55550,3,2,5,7,5,7
55551,3,1,5,6,1,2
55552,4,2,3,7,5,1
55553,1,4,5,4,3,8
55554,1,3,3,5,2,7
55555,1,5,7,7,3,3
55556,2,2,5,7,5,5
55557,4,5,1,3,3,1
55558,1,4,7,9,4,10
55559,3,5,5,2,2,6
55560,3,5,7,5,3,8
55561,5,1,3,5,6,7
55562,4,2,7,8,1,7
55563,5,2,4,7,6,3
55564,4,2,2,4,5,3
55565,2,1,1,3,3,4
55566,1,5,1,9,4,2
55567,5,1,2,10,2,7
55568,4,2,4,4,1,2
